category,brand,asin,revenue,units,bsr
Water Purifier,KENT,B0958Q3K68,3346000,239,7636
Water Purifier,HUL Pureit,B0C5Y1P38P,5576900,310,7709
Water Purifier,AO Smith,B07F5M6GKY,6859134,333,8390
Water Purifier,AQUA FRISCH,B0CCPGDT38,281126,74,8904
Water Purifier,AQUAULTRA,B09SFCSCVY,1122920,268,9295
Water Purifier,Faber,B0CHF2Y2GS,1725362,301,9918
Water Purifier,KENT,B0095S978O,2945200,148,10052
Water Purifier,PROVEN,B0BDH9QNPL,846846,154,10120
Water Purifier,HUL Pureit,B07MWBVTLP,5629440,256,10351
Water Purifier,HUL Pureit,B0B8TBZFHG,4353689,311,10432
Water Purifier,Havells,B0CJR4LQ9V,4179582,209,10851
Water Purifier,All India Group,B09YQGRXHC,683400,201,10886
Water Purifier,AQUA D PURE,B07Y7FWYPK,1194573,177,11261
Water Purifier,Kinsco,B08JZH6RCK,787008,192,11397
Water Purifier,ROYAL AQUAFRESH,B092S4338H,740889,191,12655
Water Purifier,AquaSave Make Every Drop Count,B0BXBJ2QGK,427329,171,12747
Water Purifier,Generic,B0CQRLNY55,679242,158,12766
Water Purifier,AQUA LIBRA WITH DEVICE,B0CVQG6PPD,334829,61,12992
Water Purifier,Aquaguard,B0CJJ387M6,4912854,346,13362
Water Purifier,RUIQUAN,B0CYL15VFN,0,0,13403
Water Purifier,Aquaguard,B08KHPDG3N,1263367,133,13836
Water Purifier,AO Smith,B0755JMLFV,5644576,224,14038
Water Purifier,Havells,B08DNVZN36,2111648,176,14714
Water Purifier,Generic,B0BR2L3DS5,1020700,295,14791
Water Purifier,Livpure,B09JM1N46Q,1632820,218,14799
Water Purifier,AquaDart,B0C6H8413V,377916,84,14801
Water Purifier,Generic,B0CX265D28,0,0,14913
Water Purifier,BRITA,B09S3MGBRR,327918,82,15005
Water Purifier,KENT,B07NJ4V6R7,2059643,107,15165
Water Purifier,KENT,B008LN6156,1106877,123,15167
Water Purifier,Aquaguard,B0CW5YZ6VV,0,0,15464
Water Purifier,PROVEN,B08GZ8XBCW,225445,55,15489
Water Purifier,PEORE,B09W2KD8QQ,1464399,101,15760
Water Purifier,Aquaguard,B08XXLDTSJ,1037244,156,16106
Water Purifier,AO Smith,B09NQ1K1D9,2073357,143,16134
Water Purifier,Kinsco,B0CFQMWKQT,403104,96,16296
Water Purifier,R.K. AQUA FRESH INDIA,B0792Y3PCW,543273,141,17228
Water Purifier,DHANVI AquaFresh,B0CR1V6527,464907,93,17589
Water Purifier,Aquatec plus,B09MCXCDPT,755874,126,17713
Water Purifier,RAMA,B0B5HDDX2N,611802,123,17755
Water Purifier,Native by UC,B0CJNRLGB4,0,978,17920
Water Purifier,KENT,B07PZPN3J9,2275300,122,18757
Water Purifier,Havells,B09DLK4LKX,1249875,125,18937
Water Purifier,DHANVI AquaFresh,B0CVNJW1G9,413931,69,19480
Water Purifier,Faber,B08KFRFSP9,668785,65,19546
Water Purifier,COPPER PLUS RO,B0CVC6WN53,317550,87,10591
Water Purifier,AQUA LIBRA WITH DEVICE,B0CTT6K6JS,416123,107,19659
Water Purifier,Kinsco,B09GLW6Z7D,404106,94,19750
Water Purifier,HUL Pureit,B09M45XKKF,611928,72,19985
Water Purifier,KENT,B09CGQ6FCK,2121217,133,20363
Water Purifier,HUL Pureit,B01N6CA6H6,342951,49,20752
Water Purifier,AQUAULTRA,B0C6QDF5FD,178200,44,23265
Water Purifier,Havells,B0CKVLCMJZ,1224804,98,23320
Water Purifier,Aquaguard,B09YLWT89W,78939228,8772,182
Water Purifier,AQUA D PURE,B0BJ6P3LSK,28068768,5616,273
Water Purifier,Livpure,B09X1P3J6G,21581302,2698,767
Water Purifier,Kinsco,B09GLW2F7L,9337428,2172,897
Water Purifier,KENT,B09F2FW4ZK,33779357,1993,1021
Water Purifier,HUL Pureit,B08BJN4MP3,16658810,1190,1392
Water Purifier,Native by UC,B0CR1DTPD2,16112849,1151,1414
Water Purifier,Native by UC,B0CJNRLGB4,13072231,769,1771
Water Purifier,Aquaguard,B096NTB9XT,16453903,1097,1991
Water Purifier,PROVEN,B0B7FJNSZR,5308059,1041,2017
Water Purifier,HUL Pureit,B094YD54TC,4101414,586,2880
Water Purifier,V-Guard,B07FJNNZCJ,6813479,821,3057
Water Purifier,Aquaguard,B09NKS8Q2V,15793785,1215,3259
Water Purifier,Havells,B0B4981KGD,5231850,650,3523
Water Purifier,AO Smith,B07F5M6GKY,7414050,345,4062
Water Purifier,AQUA D PURE,B0B79QLL1K,3355508,692,4087
Water Purifier,AQUA D PURE,B0C6TTPJT7,2449510,490,4328
Water Purifier,All India Group,B09YQGRXHC,1314820,389,4601
Water Purifier,AQUA D PURE,B0BLLJDJ1Q,1499700,300,4731
Water Purifier,Generic,B0BR2L3DS5,616165,187,5067
Water Purifier,Livpure,B0C7QTFC5D,5685849,501,5198
Water Purifier,PROVEN,B0B4BMJX1G,2402460,540,5275
Water Purifier,Kinsco,B09GLVM5ZD,2540379,571,5388
Water Purifier,Aquaguard,B09VS25ZX7,3921977,523,6180
Water Purifier,HUL Pureit,B08B27R8MP,4787310,489,6280
Water Purifier,V-Guard,B09F6JTNDJ,2726697,303,6628
Water Purifier,NATURES,B0CPT6LT6C,224400,68,6665
Water Purifier,Faber,B0CHF2Y2GS,1690969,295,7493
Water Purifier,HUL Pureit,B07MWBVTLP,6223170,283,8057
Water Purifier,Livpure,B09JM1N46Q,576730,77,9409
Water Purifier,KENT,B01HXUJB2W,1668576,224,9851
Water Purifier,HUL Pureit,B0B8TBZFHG,4885651,349,10079
Water Purifier,HUL Pureit,B0C5Y1P38P,5289060,294,10550
Water Purifier,Aquaguard,B0CJJ387M6,16740621,1179,10878
Water Purifier,RAMA,B0B6HMR6PW,1116800,200,11295
Water Purifier,AO Smith,B0755JMLFV,6123357,243,11422
Water Purifier,Aquaguard,B09YXKRP17,5983660,340,12021
Water Purifier,KENT,B09CGQ6FCK,2296656,144,12023
Water Purifier,KENT,B0958Q3K68,2154438,162,12341
Water Purifier,AQUAULTRA,B09SFCSCVY,1098608,272,12613
Water Purifier,TATA Swach,B07FXLC2G2,0,1535,13619
Water Purifier,Kinsco,B08JZH6RCK,1259607,293,14341
Water Purifier,ROYAL AQUAFRESH,B092S4338H,583350,150,14380
Water Purifier,V-Guard,B09F6HZJTD,2173311,189,14995
Water Purifier,AQUA D PURE,B07Y7F88YM,831896,104,15250
Water Purifier,Havells,B08DNVZN36,1595867,133,15655
Water Purifier,AQUA D PURE,B0CBS8WB6Q,709858,142,15668
Water Purifier,AO Smith,B09NQ1K1D9,1768878,122,16874
Water Purifier,AQUA LIBRA WITH DEVICE,B0CTT6K6JS,0,0,17196
Water Purifier,AQUA LIBRA WITH DEVICE,B0C1ZPQ3Z4,409395,105,17531
Water Purifier,RAMA,B0B5HDDX2N,502374,101,17538
Water Purifier,AO Smith,B07NYQS8JF,854910,90,17825
Water Purifier,BePURE,B0BWXVXZQ7,1109314,86,17968
Water Purifier,TATA Swach,B0746LH58R,394092,108,18246
Water Purifier,KENT,B008LN6156,998889,111,18569
Water Purifier,R.K. AQUA FRESH INDIA,B09V83KBYN,371917,91,19237
Water Purifier,MARCHIO,B0CLXSTN79,124215,35,19796
Water Purifier,ROYAL AQUAFRESH,B092S563QV,472375,125,20164
Water Purifier,KENT,B07NJ4V6R7,2225300,119,20290
Water Purifier,AQUA LIBRA WITH DEVICE,B09N1NQKTB,372302,98,20755
Water Purifier,DHANVI AquaFresh,B0CTTRCZ1Z,0,0,20965
Water Purifier,Aquatec plus,B09MCXCDPT,863856,144,22293
Water Purifier,AQUA FRISCH,B0CCPGDT38,285532,68,23141
Water Purifier,AO Smith,B0755D9T1M,2527096,104,23310
Water Purifier,ROYAL AQUAFRESH,B07MGFJJC5,358708,92,23702
Water Purifier,KENT,B0095S978O,2305800,122,24236
Water Purifier,RAMA,B0B6HN39FS,417542,58,24621
Water Purifier,KENT,B07PZPN3J9,1865000,100,24632
Water Purifier,Arroser Pure,B0C8268439,740439,161,25606
Water Purifier,Havells,B09NW3T1NY,3577850,163,25660
Water Purifier,AQUA LIBRA WITH DEVICE,B0CJG4RPXR,64583,17,26409
Water Purifier,Aquatec plus,B09MCXCDPT,880400,142,10818
Water Purifier,Aquaguard,B0CRZ6MGXX,398790,21,28041
Water Purifier,Aquaguard,B09TB2YC13,58702593,6907,135
Water Purifier,Aqua d pure,B0BJ6P3LSK,17062650,3447,365
Water Purifier,Aquaguard,B09NKS8Q2V,15266612,1388,1202
Water Purifier,KENT,B08BPLRWNS,27626488,1912,1431
Water Purifier,Livpure,B09X1P3J6G,13517628,1572,1551
Water Purifier,Kinsco,B09GLW2F7L,6861204,1596,1514
Water Purifier,HUL Pureit,B08BJN4MP3,17288765,1235,1986
Water Purifier,Aquaguard,B096NTB9XT,16882794,1206,2139
Water Purifier,PROVEN,B0B7FJNSZR,3492987,713,2140
Water Purifier,Native by UC,B0CR1DTPD2,0,0,2122
Water Purifier,Native by UC,B0CJNRLGB4,13771713,787,2693
Water Purifier,Havells,B0B4981KGD,6833601,849,3252
Water Purifier,Kinsco,B09GLVM5ZD,2485435,565,3353
Water Purifier,Aqua d pure,B0B79QLL1K,3685240,760,2526
Water Purifier,Aquaguard,B09VS25ZX7,992116,147,3824
Water Purifier,HUL Pureit,B094YD54TC,3729789,511,4198
Water Purifier,Faber,B0B5DZHTZ4,3989340,666,4575
Water Purifier,Livpure,B0C7QTFC5D,6060366,534,4628
Water Purifier,PROVEN,B0B4BMJX1G,1031742,258,4315
Water Purifier,Aqua Grand,B09YQGRXHC,564050,145,4779
Water Purifier,Aqua d pure,B0C6TTPJT7,2349530,470,5756
Water Purifier,HUL Pureit,B08B27R8MP,3916000,400,6290
Water Purifier,V Guard,B0B1DR1KMB,3161628,372,5693
Water Purifier,RUIQUAN,B0CYL15VFN,815796,204,10954
Water Purifier,Aquaguard,B09YXKRP17,6767624,376,8768
Water Purifier,Aqua Grand,B0C8268439,630063,137,9108
Water Purifier,AQUA LIBRA,B0CNRYVPH5,525258,142,8702
Water Purifier,Kinsco,B08JZH6RCK,887778,222,9200
Water Purifier,V Guard,B08KFC9HR6,5399460,540,9759
Water Purifier,AO Smith,B07F5M6GKY,12791979,621,9441
Water Purifier,Havells,B09NW3T1NY,6645744,304,9684
Water Purifier,Aquaultra,B09SFCSCVY,866486,214,10408
Water Purifier,HUL Pureit,B0C5Y1P38P,4389560,244,10592
Water Purifier,Aqua Natural,B0CQRLNY55,697500,155,9553
Water Purifier,RAMA,B01MRGXB3Y,1144710,207,11196
Water Purifier,V Guard,B09F6K2RDQ,2518281,219,12506
Water Purifier,AO Smith,B0755JMLFV,5972163,237,11262
Water Purifier,HUL Pureit,B07MWBVTLP,5475510,249,10822
Water Purifier,HUL Pureit,B0B8TBZFHG,5137633,367,11843
Water Purifier,KENT,B01HXUJB2W,1034724,138,13207
Water Purifier,Aquaguard,B08XXLDTSJ,737000,110,12489
Water Purifier,Aqua Frisch,B0CCPGDT38,491283,117,14835
Water Purifier,Aqua d pure,B0CBS8WB6Q,829834,166,13931
Water Purifier,Havells,B08DNVZN36,1715714,143,14691
Water Purifier,AQUA LIBRA,B09N1NQKTB,432783,117,22802
Water Purifier,Aqua d pure,B0BLLJDJ1Q,1319736,264,16030
Water Purifier,Aquaguard,B08KHPDG3N,1380066,134,17619
Water Purifier,ROYAL AQUAFRESH,B0CGM9Q235,256000,64,18712
Water Purifier,AQUA LIBRA,B0C1ZPQ3Z4,686224,176,22500
Water Purifier,Aquatec,B09MCXCDPT,661084,116,19442
Digestive and Nausea for Eno,SUWASTHI,B0C7GB5MDW,361935,315,7304
Water Purifier,KENT,B0958Q3K68,2619903,197,21032
Water Purifier,KENT,B09CGQ6FCK,2934616,184,21229
Water Purifier,ROYAL AQUAFRESH,B092S4338H,1033235,265,20406
Water Purifier,HUL Pureit,B09M45XKKF,798906,94,15108
Water Purifier,Kinsco,B0BQGXRBYM,475881,119,32771
Water Purifier,KENT,B0095S978O,2478960,132,21867
Water Purifier,KENT,B07NJ4V6R7,2066640,109,14027
Water Purifier,AO Smith,B09NQ1K1D9,2015361,139,22091
Water Purifier,KENT,B07PZPN3J9,2126100,114,18288
Water Purifier,BRITA Flow,B09S3MGBRR,359910,90,19682
Water Purifier,Livpure,B09JLZFHV8,406780,22,26416
Water Purifier,Aqua Grand,B0BR2L3DS5,427500,114,36251
Water Purifier,WHOLER 100 LPH,B07WJ3NJJB,791952,48,29028
Water Purifier,PROVEN,B0BDH9QNPL,777917,133,26410
Water Purifier,Aqua d pure,B0CM6QKJHX,1004799,201,31424
Water Purifier,ROYAL AQUAFRESH,B07MGFJJC5,80477,23,26833
Water Purifier,Aqua Fresh,B0792Y3PCW,527022,134,31352
Water Purifier,Havells,B0CKVLCMJZ,1203828,86,31242
Water Purifier,AquaS PLUS,B0CRTZ6T2K,0,0,21591
Water Purifier,Bepure UTS,B0BWXVXZQ7,703945,55,24214
Water Purifier,HUL Pureit,B00I8QV2VY,671580,42,32122
Water Purifier,RAMA,B0B5HDDX2N,641775,129,43455
Water Purifier,AO Smith,B0BHYVJFGC,763508,92,32451
Water Purifier,Aqua d pure,B0847KB3RL,2099900,100,31302
Water Purifier,Angal RO,B0CHRNBYW7,3699,1,659455
Water Purifier,ROYAL AQUAFRESH,B092S563QV,589524,156,23886
Multivitamins,Amway,B0CJ99G491,808809.36,433,3678
Water Purifier,Havells,B09NW4LQCK,412817,53,32734
Water Purifier,AQUAULTRA,B09SFCSCVY,1019745,255,9088
Water Purifier,V-Guard,B07FJNNZCJ,4116951,549,3011
Water Purifier,V-Guard,B09F6HZJTD,2494569,231,8915
Water Purifier,Havells,B09NW3T1NY,4132200,194,9006
Water Purifier,TATA Swach,B07D3R62MH,807755,289,10549
Water Purifier,TATA Swach,B097SS7JKS,748750,250,7535
Water Purifier,KENT,B09TZTFSHT,3575000,220,13956
Water Purifier,Generic,B0CKT7LN9K,0,0,20330
Water Purifier,Generic,B0CLF1RBXT,0,0,25284
Water Purifier,V-Guard,B0BZWG5R5M,2064882,118,25863
Water Purifier,Generic,B0CL6NHYXM,0,0,28365
Water Purifier,Native by UC,B0CJNRKFY8,0,0,4357
Water Purifier,Generic,B0CH3Q1XTQ,0,0,12007
Water Purifier,KENT,B0085KK9OY,704518,262,9198
Water Purifier,KENT,B00GX91YA2,669352,248,11115
Water Purifier,KENT,B0095SD3BQ,657710,178,10907
Water Purifier,All India Group,B09YQGRXHC,676600,199,10972
Water Purifier,PROVEN,B0BQ76BKQR,847840,160,14582
Water Purifier,R.K. AQUA FRESH INDIA,B0792Y3PCW,456228,116,21093
Water Purifier,DHANVI AquaFresh,B0CVNJW1G9,888651,159,11195
Water Purifier,AquaDart,B0C7H29HXT,1274745,255,8335
Water Purifier,KENT,B009DA69KS,536347,193,13531
Water Purifier,KENT,B008LN6156,1241862,138,11525
Water Purifier,AQUA LIBRA WITH DEVICE,B0C1ZPQ3Z4,845668,212,9709
Water Purifier,Aquaguard,B08XXLDTSJ,1298609,191,11637
Water Purifier,Dolphin,B07BS2D778,151663,37,28660
Water Purifier,HUL Pureit,B094YD54TC,2284587,313,6291
Water Purifier,AO Smith,B0755D9T1M,3742046,154,18830
Water Purifier,AO Smith,B07F5M6GKY,4559772,228,9489
Water Purifier,AO Smith,B09NQ1K1D9,2687808,192,12459
Water Purifier,KENT,B09CGQ6FCK,3070198,202,15161
Water Purifier,Havells,B0B4981KGD,3835452,548,1620
Water Purifier,TATA Swach,B0746LH58R,332059,91,26573
Water Purifier,HUL Pureit,B0C5Y1P38P,5001220,278,15829
Water Purifier,HUL Pureit,B0C1Z3P4SC,1982720,128,20054
Water Purifier,HUL Pureit,B09M45XKKF,999875,125,20513
Water Purifier,HUL Pureit,B00I8QV2VY,1726920,108,24452
Water Purifier,Generic,B0CLF2V6DZ,0,0,25063
Water Purifier,AO Smith,B0755JMLFV,5594178,222,11675
Water Purifier,Livpure,B0CFL2DM57,9446819,1181,925
Water Purifier,HUL Pureit,B08BJN4MP3,10022229,771,1919
Water Purifier,V-Guard,B08KFC9HR6,2940654,346,4407
Water Purifier,HUL Pureit,B08B27R8MP,3406910,359,4887
Water Purifier,HUL Pureit,B0B8TBZFHG,4778646,354,8866
Water Purifier,AQUAULTRA,B0C6MYVB36,666210,159,12757
Water Purifier,LifeStraw,B07YT5WQ8K,292941,99,24049
Water Purifier,ROYAL AQUAFRESH,B0BSVBP3V8,257334,66,27800
Water Purifier,AQUA LIBRA WITH DEVICE,B09N1NQKTB,615840,160,30260
Water Purifier,HUL Pureit,B07MWBVTLP,6003140,260,12890
Water Purifier,Havells,B08DNVZN36,1913826,174,11514
Water Purifier,KENT,B07PZPN3J9,3748650,201,15343
Water Purifier,Kinsco,B08JZH6RCK,751333,167,20793
Water Purifier,Aquatec plus,B09MCXCDPT,820656,144,25038
Water Purifier,Generic,B0BR2L3DS5,0,0,28373
Water Purifier,KENT,B07NJ4V6R7,2771856,144,29698
Water Purifier,KENT,B08BPLRWNS,14859491,1109,655
Water Purifier,ROYAL AQUAFRESH,B092S4338H,362607,93,4712
Water Purifier,KENT,B0095S978O,3194100,169,12294
Water Purifier,AquaDart,B0C6H8413V,813234,166,13392
Water Purifier,ADDYZ,B0C4TXL6KK,691075,175,13883
Water Purifier,ROYAL AQUAFRESH,B092S563QV,683820,180,15299
Water Purifier,R.K. AQUA FRESH INDIA,B09V83KBYN,543864,136,20838
Water Purifier,Kinsco,B09GLW6Z7D,334091,79,24497
Water Purifier,AQUA LIBRA WITH DEVICE,B0BLHZ7Z8V,484497,123,25619
Water Purifier,AquaSave Make Every Drop Count,B08BXSPRXY,0,508,11782
Water Purifier,AQUAULTRA,B09SFCSCVY,1053360,264,11954
Water Purifier,AQUA LIBRA WITH DEVICE,B0CVQG6PPD,1392062,238,11960
Water Purifier,Native by UC,B0CJNRLGB4,0,0,1441
Water Purifier,V-Guard,B08KFC9HR6,2331735,265,12106
Water Purifier,PROVEN,B0B7FJNSZR,1910002,398,4007
Water Purifier,Kinsco,B09GLW2F7L,1104337,263,5041
Water Purifier,ADDYZ,B0C72F5BCC,1171707,293,7040
Water Purifier,HUL Pureit,B07MWBVTLP,7872420,358,7857
Water Purifier,Kinsco,B09GLVM5ZD,975562,238,12332
Water Purifier,HUL Pureit,B0C5Y1P38P,7796409,379,12888
Water Purifier,MARCHIO,B0C6Q8CW1L,390550,107,13247
Water Purifier,KENT,B01HXUJB2W,2399680,320,22938
Water Purifier,AO Smith,B0755JMF9G,2634222,178,29865
Sanitary Napkin,Sofy,B01BD8OA94,318396,1014,1822
Water Purifier,Faber,B0CHF2Y2GS,0,0,6131
Water Purifier,AO Smith,B0755JMLFV,7391692,308,8311
Water Purifier,Livpure,B0C7QTFC5D,4422744,456,2559
Conditioners,Dove,B07H9Y6YHX,2229339,14021,175
Conditioners,Dove,B00VK5UTLO,2515744,16336,264
Conditioners,L’Oréal Paris,B00IF3W7S2,2068206,12846,285
Conditioners,TRESemme,B07F31KJXH,3905720,16835,287
Conditioners,Khadi Natural,B09XHKXFK7,2012288,10112,340
Conditioners,Matrix,B07BMXQRL9,3241350,10290,351
Conditioners,L’Oréal Paris,B08T2Y2HVV,3189984,9696,400
Conditioners,Love Beauty & Planet,B09N3S7PQG,2683800,8946,478
Conditioners,Dove,B07HB2XVHT,1442214,8434,544
Conditioners,Matrix,B0DCZZ62PF,3052350,4522,612
Conditioners,Herbal Essences,B07P7V8WGY,4227498,7117,796
Conditioners,Matrix,B07NVMS7ZR,2143226,4441,873
Conditioners,TRESemme,B07F31KJXC,601268,3148,907
Conditioners,L’Oréal Paris,B004ZBQJS2,614706,4019,962
Conditioners,Biolage,B01EFZEWY0,1382500,3500,1007
Conditioners,L’Oréal Paris,B008KH5UDW,527016,3137,1097
Conditioners,L’Oréal Paris,B07W6G61DG,536495,2988,1135
Conditioners,RE' EQUIL,B07GKKFG1H,656140,2476,1216
Conditioners,TRESemme,B07FYGXP1F,1023945,5251,1355
Conditioners,Mamaearth,B07WFH21BG,693295,2215,1380
Conditioners,Pilgrim,B0BM61RZ9Z,881700,2939,1609
Conditioners,Ashba Botanics,B0CMDFWM1Q,729904,2401,1631
Conditioners,WishCare,B0D39YYBYJ,811818,2142,1707
Conditioners,Love Beauty & Planet,B0B5RCYVK8,920400,2301,1750
Conditioners,Love Beauty & Planet,B09N3QGNTQ,1575200,3938,2074
Multivitamins,NUTRILITE,B0CDRWWZW5,415834,706,3682
Conditioners,Plum,B0C3R6LNQT,482406,1517,2173
Conditioners,Matrix,B0144BS3SG,332800,1664,2312
Conditioners,Wella ,B07KZVR5KM,1174992,1456,2394
Conditioners,RE' EQUIL,B07GL2D6NV,414460,1564,2444
Conditioners,Love Beauty & Planet,B0BRQGVXQ9,355496,1201,2505
Conditioners,Kesh King,B08LNXX994,301760,1886,2564
Conditioners,Dove,B07HB4TKXS,227259,1329,2617
Conditioners,Matrix,B0BZ4KWXVF,385875,1225,2647
Conditioners,Sunsilk,B093TG2YVL,274428,1782,2661
Conditioners,Hair4U,B07VNLTVN4,329448,888,2729
Conditioners,Matrix,B00LXSY2MA,362340,1098,2759
Conditioners,Head & Shoulders,B08194DMZP,2647698,3854,732
Conditioners,Biolage,B07926HXVL,286465,1219,2892
Conditioners,Arata,B09RB3PB2N,380328,1272,2905
Conditioners,Nat Habit,B0DB2CPQF2,448070,1730,2927
Conditioners,Pilgrim,B0CH8SRR1B,313212,1214,2933
Conditioners,Schwarzkopf Professional,B07CS4TLCY,702240,798,2925
Conditioners,BBLUNT,B0BGH3D5FJ,414180,1170,3038
Conditioners,WOW,B01ND1R7Y0,254286,831,3112
Conditioners,Naturali,B09M9TPPQ4,203720,926,3030
Conditioners,ThriveCo,B0CNH2CMV9,369765,1485,1620
Conditioners,L’Oréal Paris,B09B1FXGR3,1199360,937,3217
Conditioners,Ashba Botanics,B08XPM7TVX,743850,750,3265
Conditioners,Pantene,B07STVQQRL,684481,2989,3287
Conditioners,Biolage,B01IJWV5O0,203980,658,3310
Conditioners,AP MARKETING,B0CPTDR284,263160,731,3317
Conditioners,Curl up,B07YJ2G4KC,442236,807,3424
Conditioners,FIX MY CURLS,B09B63W6VX,249636,586,3309
Conditioners,Biotique,B00791CX1C,142002,966,3547
Conditioners,Bare Anatomy,B0BG536PSG,445108,892,3548
Conditioners,Schwarzkopf,B00K3U27SK,707795,757,3611
Conditioners,Biolage,B0141OIZ66,196080,960,3637
Conditioners,Schwarzkopf,B07DL4N4QY,735130,815,3674
Conditioners,Pilgrim,B0BM61BBFN,119280,426,3722
Conditioners,Streax Professional,B07SFXZZBB,415530,1140,3816
Conditioners,Just Herbs,B07DLF3Q6X,385725,925,3837
Conditioners,MAXISOFT,B07Y58FFXC,100455,543,3857
Conditioners,Bare Anatomy,B0BYP961QR,217056,544,3887
Conditioners,Whimsy,B0CV9MC6W1,91025,275,3891
Conditioners,Plum,B0BN118371,199420,590,4064
Conditioners,Pantene,B07SVYMKHD,163277,713,4114
Conditioners,The Skin Story,B09D8PBM37,169362,582,4155
Conditioners,Just Herbs,B0B49CL18P,108273,561,4162
Conditioners,Herbal Essences,B09HKP5JVM,129630,447,4218
Conditioners,MOXIE BEAUTY,B0CP9CPHYP,465625,745,4482
Conditioners,Garnier,B006G779Q4,130962,598,4270
Conditioners,WOW Skin Science,B07L59TDXG,119948,382,4279
Conditioners,MOXIE BEAUTY,B0CPBSXN2Q,368160,624,4318
Conditioners,Dove,B09QC6Z47Z,232400,415,4407
Conditioners,Plum,B0C8TY7BF6,193725,615,4476
Conditioners,The Skin Story,B07SW64KXR,100968,601,4508
Conditioners,St.Botanica,B074M97Z1W,228288,656,4575
Conditioners,Dove,B0D5MGW3LG,129024,576,4578
Conditioners,Biolage,B0141OY5JM,145017,710,4649
Conditioners,SugarBoo,B0BH8FB9ZG,117120,480,4689
Conditioners,Himalaya,B006G84XD0,47206,564,4700
Conditioners,Khadi Natural,B09RZGYPBQ,227586,914,2921
Conditioners,OGX,B00605MC82,217344,283,4880
Conditioners,TRESemme,B088CF3W35,205794,666,5030
Conditioners,Biotique,B07YWLTRDN,52797,431,5032
Conditioners,Anomaly,B0BV1TS8RZ,380070,515,5049
Conditioners,Pilgrim,B0D4QXXGTD,147112,497,5063
Conditioners,Himalaya,B074M17RW1,51709,623,4972
Conditioners,Mamaearth,B0D817GJ5H,134277,429,5151
Conditioners,BBLUNT,B0BJPYD7B5,143724,406,5169
Conditioners,Naturali,B09LD1BB5K,79200,360,5196
Water Purifier,HUL Pureit,B0B8TBZFHG,4724594,287,13577
Water Purifier,Blue Star,B07WYX6P2V,681938,62,14005
Water Purifier,Havells,B08DNVZN36,2758050,243,14546
Water Purifier,AquaDart,B082V94BML,735936,64,14890
Water Purifier,SHAPURE,B0CL36PC25,626635,115,15075
Water Purifier,AQUA D PURE,B07Y7FWYPK,1424039,211,10628
Water Purifier,ROYAL AQUAFRESH,B092S4338H,800800,208,15453
Water Purifier,BRITA,B09S3MGBRR,507873,127,16111
Water Purifier,AQUA FRISCH,B0CCPGDT38,1381506,294,16246
Water Purifier,AQUA FORTIFY,B0CYH9M2K4,0,0,16330
Water Purifier,Havells,B0CKVLCMJZ,1660377,123,16776
Water Purifier,Cubex,B0CXQ58N4L,0,0,17209
Water Purifier,ROYAL AQUAFRESH,B092S563QV,359005,95,17419
Water Purifier,PEORE,B09W2KD8QQ,1145421,79,19661
Water Purifier,KONVIO NEER,B089G5B85Y,326349,51,19793
Water Purifier,V-Guard,B0B5RMK28Q,2300805,195,19869
Water Purifier,RAMA,B0B5HDDX2N,606950,122,20268
Water Purifier,AO Smith,B0755D9T1M,2186910,90,20387
Water Purifier,HUL Pureit,B009PJ8Y3W,770592,96,20427
Water Purifier,AQUAULTRA,B0C6QDF5FD,335916,84,20496
Water Purifier,Arroser Pure,B0C8268439,367920,80,20518
Water Purifier,Kinsco,B0CFQMWKQT,361114,86,20730
Water Purifier,Kinsco,B09GLW6Z7D,447096,104,21183
Water Purifier,Aquaguard,B09YLWT89W,110363058,11742,80
Water Purifier,AQUA D PURE,B0BJ6P3LSK,48322036,9764,124
Water Purifier,Livpure,B09X1P3J6G,37491640,4360,535
Water Purifier,HUL Pureit,B08BJN4MP3,37827090,2910,734
Water Purifier,Native by UC,B0CR1DTPD2,53370819,3681,846
Water Purifier,KENT,B08BPLRWNS,50494344,3378,875
Water Purifier,Aquaguard,B09NKS8Q2V,18849824,1376,1385
Water Purifier,Aquaguard,B096NTB9XT,21795366,1434,1400
Water Purifier,COPPER PLUS RO,B0CVBNGK45,1567025,475,1655
Water Purifier,Kinsco,B09GLW2F7L,9313418,1982,1671
Water Purifier,Havells,B0B4981KGD,5936076,724,2865
Water Purifier,Livpure,B0CW9TGJ9H,11955250,725,3207
Water Purifier,Generic,B0D3YN2H8F,0,0,3344
Water Purifier,HUL Pureit,B094YD54TC,6984656,944,3372
Water Purifier,PROVEN,B0B7FJNSZR,4774399,901,3376
Water Purifier,PROVEN,B08GZ8YF5B,3630102,798,4099
Water Purifier,HUL Pureit,B08B27R8MP,6329830,667,4150
Water Purifier,V-Guard,B07FJNNZCJ,7610183,917,4315
Water Purifier,AQUA FRISCH,B0CCPGDT38,2033427,473,4362
Water Purifier,AQUA D PURE,B0BLLJDJ1Q,2177560,440,4681
Water Purifier,RUIQUAN,B0CYLBDD8G,479583,117,5130
Water Purifier,KENT,B01HXUJB2W,4334422,578,5857
Water Purifier,HUL Pureit,B0C623ZBLH,7985300,470,5920
Water Purifier,DHANVI AquaFresh,B0CVNJW1G9,1481740,260,6184
Water Purifier,AO Smith,B07F5M6GKY,8441490,410,7172
Water Purifier,ROYAL AQUAFRESH,B092S5N2LP,1977742,559,7195
