word,brand,frequency,analysis
reduced,Livpure,4,Positive
reduces,Aquaguard,4,Negative
refill,KENT,4,Negative
refund,Livpure,4,Negative
regarding,V-Guard,4,Positive
registered,KENT,4,Negative
regular,KENT,4,Positive
regularly,KENT,4,Positive
reliable,AO Smith,4,Positive
reliable,KENT,4,Negative
reliable,KENT,4,Positive
removal,KENT,4,Negative
rental,Livpure,4,Negative
repair,HUL Pureit,4,Negative
repaired,Aquaguard,4,Negative
replaced,KENT,4,Positive
replaced,PEORE,4,Positive
request,Havells,4,Negative
request,HUL Pureit,4,Negative
requested,KENT,4,Negative
requested,Livpure,4,Negative
requesting,Aquaguard,4,Negative
required,Aquaguard,4,Neutral
required,Native by UC,4,Positive
resolve,KENT,4,Negative
resolved,KENT,4,Negative
responding,KENT,4,Negative
response,HUL Pureit,4,Negative
response,Kinsco,4,Positive
response,PEORE,4,Positive
responsibility,Aquaguard,4,Negative
rest,Aquaguard,4,Positive
return,AquaDart,4,Negative
return,Faber,4,Negative
return,HUL Pureit,4,Positive
return,Livpure,4,Neutral
reviews,Aquaguard,4,Negative
rha,Livpure,4,Positive
right,AO Smith,4,Positive
right,Livpure,4,Positive
rk,R.K. AQUA FRESH INDIA,4,Positive
ro,AQUA LIBRA WITH DEVICE,4,Positive
ro,Aquadpure,4,Positive
ro,AQUAULTRA,4,Negative
ro,Kinsco,4,Negative
ro,Livpure,4,Neutral
rs,Havells,4,Positive
rs,HUL Pureit,4,Negative
rs,Livpure,4,Positive
rude,Aquaguard,4,Positive
run,Aquaguard,4,Negative
running,PROVEN,4,Positive
rupee,Livpure,4,Negative
rupees,Aquaguard,4,Negative
rupees,Livpure,4,Negative
safe,HUL Pureit,4,Positive
said,Havells,4,Positive
sale,Livpure,4,Positive
sales,Havells,4,Negative
satisfaction,Livpure,4,Negative
saw,Aquaguard,4,Negative
saying,Aquaguard,4,Positive
saying,Livpure,4,Positive
searching,Livpure,4,Positive
sediment,Livpure,4,Positive
see,AQUA D PURE,4,Positive
see,Havells,4,Positive
see,HUL Pureit,4,Positive
seemed,V-Guard,4,Positive
seems,AO Smith,4,Positive
seems,HUL Pureit,4,Negative
seems,Livpure,4,Positive
seems,Native by UC,4,Negative
seems,Native by UC,4,Positive
selectedcaptionscaptions,HUL Pureit,4,Neutral
selectedcaptionscaptions,HUL Pureit,4,Positive
selectedfullscreenthis,HUL Pureit,4,Positive
send,KENT,4,Positive
sense,Aquaguard,4,Negative
sent,Aquaguard,4,Negative
separately,Livpure,4,Positive
seriously,Aquaguard,4,Negative
service,Aquatec plus,4,Negative
service,HUL Pureit,4,Neutral
service,PROVEN,4,Neutral
service,R.K. AQUA FRESH INDIA,4,Negative
service,ROYAL AQUAFRESH,4,Positive
services,KENT,4,Positive
services,Livpure,4,Positive
servicing,KENT,4,Positive
sf,HUL Pureit,4,Positive
showing,Livpure,4,Negative
shown,HUL Pureit,4,Positive
shows,KENT,4,Negative
shreyasi,Aquaguard,4,Positive
simple,Havells,4,Positive
simply,Livpure,4,Negative
since,HUL Pureit,4,Negative
since,HUL Pureit,4,Positive
six,KENT,4,Negative
slow,RAMA,4,Positive
slowly,Livpure,4,Negative
small,KENT,4,Negative
smell,KENT,4,Negative
smell,Livpure,4,Positive
smell,PROVEN,4,Positive
smoothly,HUL Pureit,4,Positive
solution,Aquaguard,4,Negative
solve,Aquaguard,4,Negative
someone,Aquaguard,4,Negative
something,Havells,4,Positive
sound,KENT,4,Positive
space,Aquaguard,4,Positive
specifications,Livpure,4,Negative
spend,KENT,4,Positive
spent,KENT,4,Positive
spills,Aquaguard,4,Negative
spoke,Livpure,4,Negative
stages,Livpure,4,Positive
stainless,Aquaguard,4,Positive
star,HUL Pureit,4,Positive
star,PROVEN,4,Positive
stars,Havells,4,Positive
started,Aquaguard,4,Positive
started,HUL Pureit,4,Positive
still,Aquaguard,4,Positive
still,Kinsco,4,Positive
still,PROVEN,4,Positive
stop,HUL Pureit,4,Positive
stops,HUL Pureit,4,Negative
storage,Havells,4,Positive
strongly,KENT,4,Negative
stylish,HUL Pureit,4,Positive
suggest,Aquaguard,4,Positive
suggest,Livpure,4,Positive
suggest,PROVEN,4,Positive
super,KENT,4,Positive
super,Kinsco,4,Positive
super,Livpure,4,Positive
superb,HUL Pureit,4,Positive
superb,Kinsco,4,Positive
supplied,RAMA,4,Positive
supply,Livpure,4,Positive
support,AQUA D PURE,4,Negative
support,HUL Pureit,4,Positive
sure,KENT,4,Positive
switch,HUL Pureit,4,Positive
switch,Livpure,4,Negative
system,AquaDart,4,Positive
system,PROVEN,4,Positive
take,Aquaguard,4,Positive
take,Native by UC,4,Positive
takes,Havells,4,Negative
takes,Havells,4,Positive
takes,PROVEN,4,Positive
tank,KENT,4,Neutral
tank,RAMA,4,Negative
tap,Livpure,4,Positive
tap,Native by UC,4,Negative
taste,AQUA LIBRA WITH DEVICE,4,Positive
taste,DHANVI AquaFresh,4,Positive
taste,Livpure,4,Negative
tastes,AQUA D PURE,4,Positive
tasty,PROVEN,4,Positive
tds,AQUA D PURE,4,Negative
tds,AQUA D PURE,4,Neutral
tds,Havells,4,Negative
team,Faber,4,Negative
team,RAMA,4,Positive
technical,Aquaguard,4,Negative
technical,Livpure,4,Positive
technician,Native by UC,4,Negative
technician,PROVEN,4,Negative
tell,Aquaguard,4,Neutral
telling,Aquaguard,4,Negative
terrible,KENT,4,Negative
test,Aquaguard,4,Positive
test,Aquatec plus,4,Positive
test,KENT,4,Positive
test,Kinsco,4,Positive
test,RAMA,4,Positive
there's,Aquaguard,4,Negative
thing,Aquaguard,4,Negative
thing,Havells,4,Positive
thing,Kinsco,4,Positive
things,AO Smith,4,Positive
things,Aquaguard,4,Negative
think,Havells,4,Positive
think,HUL Pureit,4,Negative
think,Livpure,4,Negative
think,RAMA,4,Negative
though,Kinsco,4,Positive
three,Aquaguard,4,Negative
till,Livpure,4,Negative
time,AquaDart,4,Positive
time,KENT,4,Neutral
time,Kinsco,4,Negative
time,RAMA,4,Positive
times,KENT,4,Neutral
today,Aquaguard,4,Negative
today,Aquaguard,4,Positive
told,Livpure,4,Negative
told,Livpure,4,Neutral
told,Livpure,4,Positive
took,HUL Pureit,4,Negative
took,HUL Pureit,4,Positive
took,Livpure,4,Negative
took,Livpure,4,Positive
total,Havells,4,Negative
totally,AQUAULTRA,4,Negative
totally,PROVEN,4,Positive
touch,Native by UC,4,Positive
trackdefault,HUL Pureit,4,Positive
treated,Aquaguard,4,Negative
truly,AQUA LIBRA WITH DEVICE,4,Positive
trust,KENT,4,Positive
try,KENT,4,Positive
trying,Aquaguard,4,Negative
turned,KENT,4,Negative
twice,Livpure,4,Negative
two,Havells,4,Negative
two,Kinsco,4,Positive
two,RAMA,4,Negative
type liveseek,HUL Pureit,4,Neutral
type liveseek,HUL Pureit,4,Positive
u,Aquaguard,4,Positive
u,Livpure,4,Positive
u,PROVEN,4,Positive
uc,Native by UC,4,Negative
unable,Aquaguard,4,Negative
unit,Kinsco,4,Positive
unsafe,Aquaguard,4,Negative
update,Aquaguard,4,Positive
update,KENT,4,Positive
upper,KENT,4,Positive
us,PEORE,4,Positive
usage,AO Smith,4,Positive
usage,Aquaguard,4,Negative
use,AquaDart,4,Positive
use,HUL Pureit,4,Negative
use,KENT,4,Neutral
use,RAMA,4,Negative
used,Aquaguard,4,Positive
used,BRITA,4,Positive
used,Havells,4,Negative
used,KENT,4,Neutral
used,Livpure,4,Negative
used,RAMA,4,Positive
useful,HUL Pureit,4,Positive
useless,Havells,4,Negative
user,AO Smith,4,Positive
user-friendly,AQUA LIBRA WITH DEVICE,4,Positive
using,AQUA D PURE,4,Negative
using,Faber,4,Positive
using,KENT,4,Neutral
using,Kinsco,4,Negative
using,Native by UC,4,Negative
using,RAMA,4,Negative
uv,Aquaguard,4,Positive
uv,Livpure,4,Negative
uv+uf,KENT,4,Positive
value,AQUAULTRA,4,Positive
value,Native by UC,4,Positive
value,ROYAL AQUAFRESH,4,Positive
value,V-Guard,4,Positive
video,AQUA D PURE,4,Positive
video,HUL Pureit,4,Neutral
videoplaymutecurrent,HUL Pureit,4,Neutral
videoplaymutecurrent,HUL Pureit,4,Positive
wait,Aquaguard,4,Positive
want,PROVEN,4,Positive
wanted,RAMA,4,Positive
waranty,Aquaguard,4,Positive
warranty,AQUA D PURE,4,Negative
warranty,Kinsco,4,Negative
warranty,V-Guard,4,Positive
warrenty,Livpure,4,Neutral
warrenty,Livpure,4,Positive
wash,KENT,4,Negative
wastage,Havells,4,Positive
wastage,Livpure,4,Positive
waste,Aquadpure,4,Negative
waste,Aquaguard,4,Positive
waste,HUL Pureit,4,Negative
waste,PROVEN,4,Positive
wasted,Aquaguard,4,Negative
wasted,KENT,4,Negative
wasting,Aquaguard,4,Negative
water,Aquadpure,4,Neutral
water,PEORE,4,Negative
water,V-Guard,4,Neutral
way,Aquaguard,4,Negative
way,HUL Pureit,4,Negative
way,Native by UC,4,Positive
week,HUL Pureit,4,Positive
well,Aquadpure,4,Positive
well,Aquatec plus,4,Positive
well,Havells,4,Negative
went,HUL Pureit,4,Positive
whenever,Livpure,4,Negative
whole,Aquaguard,4,Negative
window,HUL Pureit,4,Neutral
window,HUL Pureit,4,Positive
wise,Havells,4,Positive
wise,Kinsco,4,Positive
within,Kinsco,4,Negative
without,Havells,4,Negative
without,Havells,4,Positive
without,PROVEN,4,Positive
wonderful,AO Smith,4,Positive
wonderful,KENT,4,Positive
work,AQUA D PURE,4,Negative
work,Faber,4,Positive
work,Havells,4,Negative
worked,Aquaguard,4,Negative
worked,KENT,4,Positive
working,AO Smith,4,Neutral
working,AQUA D PURE,4,Neutral
working,R.K. AQUA FRESH INDIA,4,Positive
works,Aquatec plus,4,Positive
works,Havells,4,Negative
works,KENT,4,Negative
works,Livpure,4,Positive
works,RAMA,4,Positive
worst,AO Smith,4,Negative
worst,AQUAULTRA,4,Negative
worst,R.K. AQUA FRESH INDIA,4,Negative
worth,AQUA D PURE,4,Negative
worth,RAMA,4,Negative
worthy,Kinsco,4,Positive
would,Havells,4,Negative
would,Native by UC,4,Positive
would,RAMA,4,Positive
writing,Aquaguard,4,Negative
writing,KENT,4,Positive
writing,PROVEN,4,Positive
year,AO Smith,4,Positive
year,HUL Pureit,4,Neutral
year,Kinsco,4,Positive
yearly,KENT,4,Positive
years,Aquaguard,4,Positive
years,Havells,4,Positive
years,Livpure,4,Negative
years,Livpure,4,Positive
yet,Aquaguard,4,Negative
yet,HUL Pureit,4,Positive
yet,KENT,4,Negative
yet,Livpure,4,Negative
you're,Aquaguard,4,Positive
yrs,Native by UC,4,Positive
zero,KENT,4,Negative
उन्होंने,KENT,4,Positive
की,KENT,4,Positive
पानी,KENT,4,Positive
मुझे,KENT,4,Positive
मैंने,KENT,4,Positive
👌,Aquaguard,4,Positive
👍,PROVEN,4,Positive
👎,All India Group,4,Negative
,AO Smith,3,Negative
,AQUA FRISCH,3,Positive
,AQUA LIBRA WITH DEVICE,3,Positive
,Kinsco,3,Neutral
,PROVEN,3,Negative
,R.K. AQUA FRESH INDIA,3,Negative
'-,AQUA D PURE,3,Positive
'-,Havells,3,Negative
"



good",AQUA D PURE,3,Negative
"



good",Aquatec plus,3,Positive
"



good",Kinsco,3,Positive
"



good",Native by UC,3,Negative
"



i",Aquaguard,3,Positive
"



i",HUL Pureit,3,Positive
"



i",KENT,3,Negative
"



i",Livpure,3,Positive
"



in",Aquaguard,3,Positive
"



nice",Aquaguard,3,Negative
"



nice",HUL Pureit,3,Negative
"



very",KENT,3,Positive
"



worst",Aquaguard,3,Positive
&,Aquatec plus,3,Positive
&,BRITA,3,Positive
&,Faber,3,Positive
&,Native by UC,3,Positive
&,RAMA,3,Positive
(,Aquaguard,3,Negative
(automated)audio,AQUA D PURE,3,Positive
(automated)audio,Havells,3,Positive
(automated)audio,HUL Pureit,3,Positive
(not,Aquaguard,3,Positive
(this,Aquaguard,3,Positive
(waiting,Aquaguard,3,Negative
'+,Aquadpure,3,Negative
'+,Faber,3,Negative
'+,Generic,3,Positive
•,KENT,3,Positive
6,Aquaguard,3,Negative
1,AQUA D PURE,3,Positive
1,Faber,3,Negative
1,Havells,3,Negative
1,HUL Pureit,3,Neutral
1,ROYAL AQUAFRESH,3,Negative
01-Oct,Aquaguard,3,Positive
10,AO Smith,3,Negative
10,Havells,3,Negative
10,Kinsco,3,Positive
10,RAMA,3,Negative
11th,Aquaguard,3,Negative
12,Aquaguard,3,Positive
12,RAMA,3,Positive
01-Feb,KENT,3,Positive
1200,Aquaguard,3,Negative
135,Aquaguard,3,Positive
150,RAMA,3,Positive
15days,Livpure,3,Negative
15mins),Aquaguard,3,Negative
17,RAMA,3,Positive
18,KENT,3,Negative
18th,Aquaguard,3,Negative
1k,Aquaguard,3,Negative
1st,Aquaguard,3,Negative
1year,KENT,3,Negative
1yer,KENT,3,Neutral
2,AQUA D PURE,3,Negative
2,Faber,3,Positive
2,KENT,3,Neutral
2,PROVEN,3,Negative
20,HUL Pureit,3,Positive
2021,KENT,3,Negative
2021,KENT,3,Positive
2023,Aquaguard,3,Negative
2023,Livpure,3,Positive
2023after,Aquaguard,3,Negative
2024,Aquaguard,3,Negative
22,KENT,3,Negative
02-Mar,KENT,3,Positive
24,KENT,3,Positive
24,Kinsco,3,Positive
24,V-Guard,3,Positive
2500,Havells,3,Negative
2nd,AQUA D PURE,3,Negative
2nd,Aquaguard,3,Positive
3,Faber,3,Positive
3,Havells,3,Neutral
3,Native by UC,3,Negative
3,ROYAL AQUAFRESH,3,Negative
300,KENT,3,Negative
3000,Aquaguard,3,Positive
3039,Aquaguard,3,Negative
304,RAMA,3,Positive
350,Aquaguard,3,Negative
350,HUL Pureit,3,Positive
3rd,Aquaguard,3,Negative
4,AQUA D PURE,3,Positive
4,RAMA,3,Negative
40,Kinsco,3,Positive
4000,Aquaguard,3,Negative
4000,KENT,3,Positive
04-May,KENT,3,Negative
4500,KENT,3,Negative
48,HUL Pureit,3,Positive
5,AQUAULTRA,3,Negative
5,HUL Pureit,3,Negative
5,Kinsco,3,Negative
5,ROYAL AQUAFRESH,3,Positive
50,KENT,3,Positive
530,Aquaguard,3,Negative
5900/-,Aquaguard,3,Positive
5months,HUL Pureit,3,Negative
6,AQUA D PURE,3,Negative
6,AQUAULTRA,3,Negative
6,HUL Pureit,3,Neutral
6,Livpure,3,Negative
60,Aquaguard,3,Positive
60,Havells,3,Positive
60,PEORE,3,Negative
650,KENT,3,Positive
699/-,Aquaguard,3,Negative
6k,KENT,3,Positive
700,Kinsco,3,Positive
7000,KENT,3,Positive
7l,Livpure,3,Positive
8,V-Guard,3,Positive
9,AO Smith,3,Positive
9,Aquaguard,3,Negative
9,Livpure,3,Positive
900,Aquaguard,3,Positive
900,Kinsco,3,Positive
₹950/-,Aquaguard,3,Positive
able,Livpure,3,Negative
absolutely,Aquaguard,3,Negative
absolutely,ROYAL AQUAFRESH,3,Negative
accepted,HUL Pureit,3,Positive
accessories,AQUAULTRA,3,Positive
acha,AQUA D PURE,3,Positive
acidic,Aquaguard,3,Positive
active,Aquaguard,3,Positive
adapter,KENT,3,Negative
add,KENT,3,Negative
adding,Aquaguard,3,Negative
addition,Aquaguard,3,Negative
additional,KENT,3,Positive
additional,PROVEN,3,Positive
aditional,Aquaguard,3,Positive
adjust,KENT,3,Positive
advice,KENT,3,Positive
aesthetically,Aquaguard,3,Positive
affordable,HUL Pureit,3,Positive
agent,AO Smith,3,Negative
agent,Aquaguard,3,Positive
agent,Livpure,3,Negative
agent,Livpure,3,Neutral
agent,Livpure,3,Positive
agent,PROVEN,3,Positive
agent,V-Guard,3,Positive
ago,Kinsco,3,Positive
ago,RAMA,3,Negative
alkaline,Aquaguard,3,Negative
alkaline,KENT,3,Positive
almost,Havells,3,Positive
almost,KENT,3,Neutral
almost,Kinsco,3,Positive
alone,KENT,3,Negative
already,AO Smith,3,Negative
already,Aquadpure,3,Negative
already,HUL Pureit,3,Negative
already,Native by UC,3,Negative
also,Aquaguard,3,Neutral
also,AQUAULTRA,3,Negative
also,Generic,3,Positive
also,RAMA,3,Negative
amazing,Aquaguard,3,Negative
amazing,V-Guard,3,Positive
amazon,All India Group,3,Negative
amazon,Aquatec plus,3,Positive
amazon,AQUAULTRA,3,Negative
amazon!,Aquaguard,3,Negative
amc,AO Smith,3,Positive
amount,HUL Pureit,3,Positive
amount,KENT,3,Positive
anil,V-Guard,3,Positive
annual,Aquaguard,3,Positive
another,AO Smith,3,Positive
another,Aquaguard,3,Positive
ants,KENT,3,Positive
anyone,DHANVI AquaFresh,3,Positive
anyone,HUL Pureit,3,Negative
app,KENT,3,Negative
appreciate,Havells,3,Positive
aquagard,Aquaguard,3,Negative
aquagaurd's,Aquaguard,3,Positive
aquaguard,Aquaguard,3,Neutral
aquaguard,Livpure,3,Negative
area,KENT,3,Negative
area,RAMA,3,Positive
around,Havells,3,Negative
ask,KENT,3,Positive
asked,RAMA,3,Positive
asking,HUL Pureit,3,Positive
asking,Livpure,3,Positive
assemble,KENT,3,Positive
assembly,RAMA,3,Positive
assigned,Aquaguard,3,Negative
assigned,Aquaguard,3,Positive
assigning,Aquaguard,3,Negative
assisstance,Aquaguard,3,Positive
assurance,Aquaguard,3,Negative
assurance,Aquaguard,3,Positive
atleast,Aquaguard,3,Negative
attend,Aquaguard,3,Positive
attending,PROVEN,3,Negative
attends,Aquaguard,3,Negative
attractive,Aquaguard,3,Positive
aur,HUL Pureit,3,Negative
auto,Generic,3,Negative
automatically,Aquaguard,3,Positive
automatically,HUL Pureit,3,Positive
available,Aquaguard,3,Positive
available,PEORE,3,Positive
available,PROVEN,3,Positive
available,RAMA,3,Positive
avg,Aquaguard,3,Negative
awesome,AQUAULTRA,3,Positive
awsm,Aquaguard,3,Positive
back,Aquaguard,3,Neutral
back,Havells,3,Positive
back,Kinsco,3,Positive
back,Native by UC,3,Positive
back,RAMA,3,Positive
bad,R.K. AQUA FRESH INDIA,3,Negative
bad,ROYAL AQUAFRESH,3,Negative
ball,Aquaguard,3,Negative
ban,Aquaguard,3,Negative
basic,Aquaguard,3,Positive
basic,KENT,3,Negative
basic,KENT,3,Positive
basically,KENT,3,Positive
beautiful,Native by UC,3,Positive
become,Aquaguard,3,Negative
become,KENT,3,Negative
beep,KENT,3,Negative
beginning,Aquaguard,3,Negative
behaved,Aquaguard,3,Positive
behaviour,Aquadpure,3,Positive
behaviour,Aquaguard,3,Negative
behaviour,Faber,3,Positive
behind,AQUA D PURE,3,Positive
behind,Havells,3,Positive
believe,Aquaguard,3,Negative
believe,Aquaguard,3,Positive
best,AQUA FRISCH,3,Positive
best,AQUA LIBRA WITH DEVICE,3,Positive
best,Aquaguard,3,Negative
best,ROYAL AQUAFRESH,3,Positive
better,Havells,3,Negative
better,HUL Pureit,3,Negative
better,Livpure,3,Negative
bhi,AQUA D PURE,3,Negative
big,HUL Pureit,3,Negative
big,Livpure,3,Positive
bigger,KENT,3,Positive
bit,AQUA D PURE,3,Positive
bit,HUL Pureit,3,Negative
bit,HUL Pureit,3,Positive
bit,Kinsco,3,Positive
blah,KENT,3,Positive
blue,Aquaguard,3,Negative
board,Livpure,3,Negative
body,DHANVI AquaFresh,3,Positive
body,Kinsco,3,Positive
booking,Aquaguard,3,Positive
booster,KENT,3,Negative
bother,Aquaguard,3,Negative
bottle,Aquaguard,3,Positive
bottle,Native by UC,3,Positive
bottles,Aquaguard,3,Positive
bottom,RAMA,3,Negative
bought,Havells,3,Positive
bought,PROVEN,3,Positive
bought,V-Guard,3,Positive
box,HUL Pureit,3,Positive
brand,Faber,3,Positive
brand,Havells,3,Positive
brand,V-Guard,3,Positive
brands,AO Smith,3,Positive
brands,HUL Pureit,3,Positive
brands,Kinsco,3,Positive
breaking,KENT,3,Negative
broke,Aquaguard,3,Negative
broken,Faber,3,Positive
broken,Kinsco,3,Negative
broken,ROYAL AQUAFRESH,3,Negative
brought,Livpure,3,Positive
bt,AO Smith,3,Negative
build,AO Smith,3,Positive
build,Aquaguard,3,Negative
build,Kinsco,3,Positive
build,Livpure,3,Positive
build,RAMA,3,Positive
built,AO Smith,3,Positive
built,Aquaguard,3,Positive
built,Kinsco,3,Positive
burnt,Aquaguard,3,Negative
buy,AquaDart,3,Negative
buy,Aquaguard,3,Neutral
buy,DHANVI AquaFresh,3,Positive
buy,Generic,3,Negative
buy,HOME-PRO,3,Negative
buy,Native by UC,3,Negative
buy,PROVEN,3,Negative
buy,ROYAL AQUAFRESH,3,Neutral
buy,ROYAL AQUAFRESH,3,Positive
buying,AO Smith,3,Negative
buying,AQUA D PURE,3,Negative
buying,AQUA D PURE,3,Positive
buying,KENT,3,Neutral
buying,Native by UC,3,Positive
bye,KENT,3,Neutral
call,Kinsco,3,Negative
call,PROVEN,3,Positive
called,Livpure,3,Positive
called,R.K. AQUA FRESH INDIA,3,Positive
calling,HUL Pureit,3,Positive
calling,Kinsco,3,Positive
calling,Livpure,3,Negative
calls,KENT,3,Negative
calls,Livpure,3,Positive
came,Aquaguard,3,Neutral
came,Havells,3,Negative
came,Havells,3,Positive
came,Native by UC,3,Negative
came,V-Guard,3,Negative
can’t,Aquaguard,3,Positive
candel,Aquaguard,3,Negative
candles,HOME-PRO,3,Negative
cannot,BRITA,3,Positive
can't,Aquaguard,3,Positive
can't,KENT,3,Positive
cap,Aquaguard,3,Positive
capabilitymake,Aquaguard,3,Negative
capable,KENT,3,Negative
capacity,Havells,3,Negative
capacity,Havells,3,Positive
capacity,HUL Pureit,3,Neutral
capacity,HUL Pureit,3,Positive
capacity,RAMA,3,Negative
care,AO Smith,3,Negative
care,AQUA FRISCH,3,Positive
care,Native by UC,3,Negative
care,PROVEN,3,Negative
carefully!don't,Aquaguard,3,Negative
cartridges,RAMA,3,Negative
case,Havells,3,Positive
case,Native by UC,3,Positive
center,Aquaguard,3,Negative
centre,Kinsco,3,Negative
certain,Aquaguard,3,Positive
chairman,Aquaguard,3,Negative
chamber,RAMA,3,Positive
change,AO Smith,3,Negative
change,Havells,3,Positive
change,Livpure,3,Positive
changed,Havells,3,Negative
changed,Livpure,3,Negative
changed,PROVEN,3,Positive
charcoal,KENT,3,Negative
charge),Aquaguard,3,Positive
chargeable,Aquaguard,3,Negative
charged,HUL Pureit,3,Negative
charged,KENT,3,Positive
charged,ROYAL AQUAFRESH,3,Negative
charges,AQUA D PURE,3,Negative
charges,Aquaguard,3,Positive
charges,Livpure,3,Positive
cheap,Havells,3,Negative
check,AQUA D PURE,3,Positive
check,HUL Pureit,3,Positive
check,Livpure,3,Negative
check,RAMA,3,Positive
checked,RAMA,3,Positive
child,Havells,3,Positive
choice,KENT,3,Positive
choice,Kinsco,3,Positive
choice,PEORE,3,Positive
city,HUL Pureit,3,Positive
city,KENT,3,Negative
claimed,KENT,3,Negative
claimed,RAMA,3,Positive
clamp,Aquaguard,3,Negative
clap,Native by UC,3,Positive
clean,DHANVI AquaFresh,3,Positive
cleaning,Aquaguard,3,Positive
cleaning,RAMA,3,Negative
clearly,Aquaguard,3,Positive
close,HUL Pureit,3,Negative
cockroaches,KENT,3,Positive
cold,AO Smith,3,Positive
come,AquaDart,3,Negative
come,KENT,3,Neutral
come,Native by UC,3,Positive
comes,AO Smith,3,Positive
comes,HUL Pureit,3,Negative
comes,KENT,3,Neutral
comfortable,Aquaguard,3,Positive
coming,Faber,3,Negative
coming,HUL Pureit,3,Positive
coming,KENT,3,Positive
coming,RAMA,3,Positive
commendable,PEORE,3,Positive
commitment,Aquaguard,3,Negative
communication,Aquaguard,3,Positive
compact,Livpure,3,Positive
company,Havells,3,Positive
company,RAMA,3,Negative
company,ROYAL AQUAFRESH,3,Negative
company's,PEORE,3,Positive
compare,Kinsco,3,Positive
compared,HUL Pureit,3,Positive
complain,AQUA D PURE,3,Negative
complain,HUL Pureit,3,Negative
complained,Aquaguard,3,Negative
